"ConPhylum","Intercept2","Slope2","E2","TempPref","Intercept","Slope","E","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","Author","Temp","arrhenius_tmp","lograte"
"305","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Trichormus variabilis","Trichormus","Nostocaceae","Nostocales","Cyanophyceae","Bacteria",1.29e-05,"s^-1",35,"Celsius",3.89e-16,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/55/1/11.pdf?expires=1528306749&id=id&accname=guest&checksum=39CA557801A7F9B24A649DBDEEE3E978","https://books.google.co.uk/books?id=yjnLAwAAQBAJ&pg=PA224&lpg=PA224&dq=Trichormus+variabilis+cell+diameter&source=bl&ots=FtYPtDMsnF&sig=BSuUkqm7CJej0h9l2vBuwLrHkJ4&hl=en&sa=X&ved=0ahUKEwjVwteVv4fbAhWJA8AKHeK2CSwQ6AEIXTAM#v=onepage&q=Trichormus%20variabilis%20cell%20diameter&f=false  Anabaena = Trichormus variabilis","Hira",308.15,37.6470163045463,-11.2582832465966
"306","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Trichodesmium erythraeum","Trichodesmium","Phormidiaceae","Oscillatoriales","Cyanophyceae","Bacteria",3.55e-06,"s^-1",28,"Celsius",9.5e-16,"m^3","Edwards, K. F., Klausmeier, C. A. and Litchman, E. (2015), Nutrient utilization traits of phytoplankton. Ecology, 96: 2311. doi:10.1890/14-2252.4","Saujanya’s phytoplankton data","Hira",301.15,38.5220922272819,-12.5485629544769
"307","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Microcystis ichthyoblabe","Microcystis","Microcystaceae","Chroococcales","Cyanophyceae","Bacteria",1.53e-05,"s^-1",35,"Celsius",9.16e-18,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/50/2/0500767a.pdf?expires=1526386385&id=id&accname=guest&checksum=D6D463D904C41C12E91EDE3C839CD10D","Width is Diameter, shape info: Wiki Microcystis","Hira",308.15,37.6470163045463,-11.0876577295659
"308","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Crocosphaera watsonii","Crocosphaera","Cyanobacteriaceae","Chroococcales","Cyanophyceae","Bacteria",1.39e-05,"s^-1",28,"Celsius",3.98e-17,"m^3","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3215947/",NA,"Hira",301.15,38.5220922272819,-11.1836217178276
"309","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Arthrospira fusiformis","Arthrospira","Phormidiaceae","Oscillatoriales","Cyanophyceae","Bacteria",1.79e-06,"s^-1",37,"Celsius",1.16e-14,"m^3","https://www.researchgate.net/publication/233502806_Arthrospira_fusiformis_Voronichin_Komarek_et_Lund_Cyanoprokaryota_-_A_new_species_for_Europe",NA,"Hira",310.15,37.4042497960533,-13.2332949381116
"310","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Planktothrix agardhii","Planktothrix","Phormidiaceae","Oscillatoriales","Cyanophyceae","Bacteria",1.31e-05,"s^-1",30,"Celsius",1.46e-15,"m^3","Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL","Saujanya’s phytoplankton data","Hira",303.15,38.2679468060232,-11.2428983277572
"311","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Anacystis incerta","Anacystis","Merismopediaceae","Synechococcales","Cyanophyceae","Bacteria",3.63e-06,"s^-1",29,"Celsius",5.28e-17,"m^3","Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL","Saujanya’s phytoplankton data. Average mean cell volume","Hira",302.15,38.3945989549758,-12.5262779096875
"312","Cyanophyta",-20.288235528846,0.221223221082036,0.221223221082036,"Mesophile",2.55035859,-0.377448942,0.377448942,"Aphanizomenon flosaquae","Aphanizomenon","Nostocaceae","Nostocales","Cyanophyceae","Bacteria",1.36e-05,"s^-1",25,"Celsius",1.96e-15,"m^3","Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL","Saujanya’s phytoplankton data","Hira",298.15,38.9097034185676,-11.2054407652223
"313","Deinococcus-Thermus",-10.3250820425742,NA,NA,"Mesophile",-6.331396174,-0.081121718,0.081121718,"Deinococcus radiodurans","Deinococcus","Deinococcaceae","Deinococcales","Deinococci","Bacteria",3.28e-05,"s^-1",33.5,"Celsius",8.38e-18,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 555, 4613, 7761, 12331, 12841, 14081, 18560, 18701, 18707, 18718, 18723, 18849","Madin",306.65,37.8311693273959,-10.3250820425742
"314","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Archaeoglobus veneficus","Archaeoglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",2.97e-06,"s^-1",76.25,"Celsius",6.43e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","492, 555, 5332, 12331, 12434, 15367, 18701, 18707, 18718, 18723","Madin",349.4,33.2024272302402,-12.7269486051497
"315","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocorpusculum aggregans","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",8.51e-06,"s^-1",35,"Celsius",2.05e-18,"m^3","gold, methanogen","12331, 18611","Madin",308.15,37.6470163045463,-11.674268615379
"316","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Halococcus hamelinensis","Halococcus","Halococcaceae","Halobacteriales","Halobacteria","Archaea",4.23e-06,"s^-1",37,"Celsius",1.05e-18,"m^3","corkrey, fierer, gold, microbe-directory, protraits","246, 1922, 12331, 18701, 18718","Madin",310.15,37.4042497960533,-12.3733085649061
"317","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Archaeoglobus fulgidus","Archaeoglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",3.31e-07,"s^-1",77.667,"Celsius",2.88e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","20, 555, 4624, 7758, 12331, 12431, 14068, 16996, 18701, 18707, 18718, 18723, 18804","Madin",350.817,33.0683178815335,-14.9211474615693
"318","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosalsum zhilinae","Methanosalsum","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",5.87e-06,"s^-1",45,"Celsius",1.59e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5216, 12331, 13264, 15453, 18666, 18701, 18707, 18723","Madin",318.15,36.4637060325191,-12.0456559241243
"319","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosaeta concilii","Methanosaeta","Methanosaetaceae","Methanosarcinales","Methanomicrobia","Archaea",8.81e-07,"s^-1",37.5,"Celsius",3.16e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","555, 5439, 12331, 13262, 15384, 18663, 18701, 18723","Madin",310.65,37.3440465934201,-13.9422082110102
"320","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina vacuolata","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",6.86e-06,"s^-1",38,"Celsius",3.53e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","350, 555, 6405, 12331, 13275, 17523, 18679, 18723","Madin",311.15,37.2840368768952,-11.8898031162265
"321","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanothermobacter crinale","Methanothermobacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.95e-07,"s^-1",65,"Celsius",2.79e-19,"m^3","corkrey, engqvist, methanogen","401, 555, 18687","Madin",338.15,34.3070473879815,-14.5187080743777
"322","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina semesiae","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",2.18e-05,"s^-1",32.5,"Celsius",2.87e-18,"m^3","corkrey, gold, methanogen","427, 12331, 18674","Madin",305.65,37.9549421699524,-10.7336005881692
"323","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocorpusculum bavaricum","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",1.22e-05,"s^-1",37,"Celsius",1.05e-18,"m^3","corkrey, engqvist, gold, methanogen","412, 555, 12331, 18612","Madin",310.15,37.4042497960533,-11.3140746062251
"324","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosaeta thermophila","Methanosaeta","Methanosaetaceae","Methanosarcinales","Methanomicrobia","Archaea",3.98e-07,"s^-1",57.5,"Celsius",4.4e-18,"m^3","engqvist, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits","555, 4816, 12331, 14456, 18663, 18701, 18707, 18718","Madin",330.65,35.0852202457158,-14.736813831662
"325","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocorpusculum parvum","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",7.41e-06,"s^-1",37,"Celsius",1.05e-18,"m^3","engqvist, gold, methanogen, patric","555, 12331, 18614, 18707","Madin",310.15,37.4042497960533,-11.8126801186563
"326","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobrevibacter acididurans","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.13e-06,"s^-1",35,"Celsius",6.7e-20,"m^3","gold, methanogen","12331, 18581","Madin",308.15,37.6470163045463,-12.3972331509913
"327","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobrevibacter arboriphilus","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",5.81e-06,"s^-1",33.5,"Celsius",7.07e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18582","Madin",306.65,37.8311693273959,-12.0559299871005
"328","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanoregula formicica","Methanoregula","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.23e-06,"s^-1",31.5,"Celsius",4.19e-19,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","555, 2571, 5601, 12331, 13261, 16262, 18662, 18701, 18718, 18723","Madin",304.65,38.0795275701492,-12.1610992798874
"329","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Halobaculum gomorrense","Halobaculum","Haloferacaceae","Haloferacales","Halobacteria","Archaea",0.00015817,"s^-1",42.9886,"Celsius",4.27e-18,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.118","Hira",316.1386,36.6957026894088,-8.75184015398888
"330","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanococcus aeolicus","Methanococcus","Methanococcaceae","Methanococcales","Methanococci","Archaea",2.61e-05,"s^-1",44.2,"Celsius",5.61e-18,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","369, 555, 2564, 4904, 12331, 13247, 14591, 18607, 18701, 18707, 18718, 18723","Madin",317.35,36.5556265140884,-10.5535752436356
"331","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanothermobacter defluvii","Methanothermobacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",5.61e-06,"s^-1",60,"Celsius",5.49e-19,"m^3","corkrey, engqvist, gold, methanogen, bergeys","506, 555, 12331, 18688","Madin",333.15,34.8219362876961,-12.0909598384297
"332","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium congolense","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",6.64e-06,"s^-1",39.5,"Celsius",9.3e-19,"m^3","corkrey, engqvist, genbank, gold, methanogen, rrndb","206, 555, 6735, 12331, 18566, 18723","Madin",312.65,37.1051593610937,-11.9223985944759
"333","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina thermophila","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",3.4e-06,"s^-1",52.5,"Celsius",8.38e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6400, 7202, 12331, 13274, 17595, 17596, 18678, 18723","Madin",325.65,35.6239154744233,-12.5917351263422
"334","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosaeta pelagica","Methanosaeta","Methanosaetaceae","Methanosarcinales","Methanomicrobia","Archaea",3.23e-07,"s^-1",30,"Celsius",1.29e-18,"m^3","engqvist, methanogen","555, 18665","Madin",303.15,38.2679468060232,-14.9456135137238
"335","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina mazei","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",8.43e-06,"s^-1",35.6,"Celsius",8.38e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4647, 7751, 8101, 8561, 8811, 9038, 11393, 12331, 13270, 14134, 16344, 18120, 18203, 18673, 18701, 18707, 18718, 18723","Madin",308.75,37.573856110918,-11.6837137859505
"336","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina acetivorans","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",7.31e-06,"s^-1",38.125,"Celsius",8.38e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","305, 555, 4655, 12331, 13265, 14132, 18667, 18701, 18707, 18718, 18723","Madin",311.275,37.2690645707042,-11.8262672842026
"337","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobrevibacter filiformis","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.6e-06,"s^-1",30,"Celsius",1.63e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18585","Madin",303.15,38.2679468060232,-12.8599991129368
"338","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium palustre","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",5.04e-06,"s^-1",35,"Celsius",7.04e-19,"m^3","corkrey, engqvist, gold, methanogen","444, 555, 12331, 18576","Madin",308.15,37.6470163045463,-12.198104475881
"339","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina spelaei","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",6.41e-07,"s^-1",33,"Celsius",2.83e-17,"m^3","engqvist, methanogen, patric","555, 18677, 18707","Madin",306.15,37.8929546766158,-14.2602363800257
"340","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium petrolearium","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",1.72e-06,"s^-1",35,"Celsius",2.64e-19,"m^3","corkrey, engqvist, fierer, gold, methanogen","170, 555, 2558, 12331, 18568","Madin",308.15,37.6470163045463,-13.2731862671389
"341","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosaeta harundinacea","Methanosaeta","Methanosaetaceae","Methanosarcinales","Methanomicrobia","Archaea",2.23e-06,"s^-1",35.5,"Celsius",2.35e-18,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","384, 555, 2572, 5665, 12331, 13263, 15884, 18664, 18701, 18707, 18723","Madin",308.65,37.586029723784,-13.0135089724922
"342","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanogenium marinum","Methanogenium","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.44e-06,"s^-1",25,"Celsius",1.39e-18,"m^3","corkrey, engqvist, gold, methanogen","326, 555, 12331, 18632","Madin",298.15,38.9097034185676,-12.3248561815201
"343","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanofollis formosanus","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.96e-06,"s^-1",37,"Celsius",5.61e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18627","Madin",310.15,37.4042497960533,-12.7303212896283
"344","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium alcaliphilum","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",5.81e-06,"s^-1",37,"Celsius",3.16e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18562","Madin",310.15,37.4042497960533,-12.0559299871005
"345","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Archaeoglobus profundus","Archaeoglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",6.81e-07,"s^-1",82,"Celsius",2.48e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb","508, 555, 5059, 12331, 12432, 15081, 18707, 18718, 18723","Madin",355.15,32.6648685745345,-14.1997035307969
"346","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Halobacterium salinarum","Halobacterium","Halobacteriaceae","Halobacteriales","Halobacteria","Archaea",0.00018508,"s^-1",49.1739,"Celsius",4.27e-18,"m^3","https://books.google.co.uk/books?id=swciHNNWZDEC&pg=PA118&dq=Halobacterium+cell+size&hl=en&sa=X&ved=0ahUKEwj6ksfXnZrbAhUOe8AKHSmQC2gQ6AEIOTAD#v=onepage&q=Halobacterium%20cell%20size&f=false","pg.118","Hira",322.3239,35.9915230432678,-8.59472239392547
"347","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocalculus pumilus","Methanocalculus","Methanocalculaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.67e-06,"s^-1",35,"Celsius",7.63e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18593","Madin",308.15,37.6470163045463,-12.0803214402246
"348","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium espanolae","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",3.61e-06,"s^-1",35,"Celsius",2.88e-18,"m^3","corkrey, engqvist, gold, methanogen","423, 555, 12331, 18567","Madin",308.15,37.6470163045463,-12.5318027856195
"349","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Ferroglobus placidus","Ferroglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",7.6e-07,"s^-1",85,"Celsius",1.05e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","304, 555, 5092, 12331, 12946, 15099, 18701, 18707, 18718, 18723","Madin",358.15,32.3912552680328,-14.089947403666
"350","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Haloferax volcanii","Haloferax","Haloferacaceae","Haloferacales","Halobacteria","Archaea",0.00018468,"s^-1",45.0901,"Celsius",1.14e-17,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.124","Hira",318.2401,36.4533824437773,-8.59688596032549
"351","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Halogeometricum borinquense","Halogeometricum","Haloferacaceae","Haloferacales","Halobacteria","Archaea",0.00018992,"s^-1",49.0452,"Celsius",5.11e-18,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.122","Hira",322.1952,36.0058997596673,-8.56890762710292
"352","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocalculus taiwanensis","Methanocalculus","Methanocalculaceae","Methanomicrobiales","Methanomicrobia","Archaea",6.36e-06,"s^-1",37,"Celsius",1.59e-18,"m^3","corkrey, engqvist, gold, methanogen","477, 555, 12331, 18594","Madin",310.15,37.4042497960533,-11.9654821806122
"353","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Halococcus morrhuae","Halococcus","Halobacteriaceae","Halobacteriales","Halobacteria","Archaea",0.00020521,"s^-1",50.9957,"Celsius",1.02e-18,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.122","Hira",324.1457,35.7892394507962,-8.4914767129116
"354","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobrevibacter curvatus","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.41e-06,"s^-1",30,"Celsius",1.35e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18584","Madin",303.15,38.2679468060232,-12.9358838104617
"355","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosphaera stadtmanae","Methanosphaera","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",1.08e-05,"s^-1",37.5,"Celsius",1.39e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4810, 12331, 13276, 14352, 18681, 18701, 18707, 18718, 18723","Madin",310.65,37.3440465934201,-11.4359644238341
"356","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanolobus profundi","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.93e-05,"s^-1",30,"Celsius",1.02e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18645","Madin",303.15,38.2679468060232,-10.8554054620534
"357","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanofollis liminatans","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.66e-06,"s^-1",39,"Celsius",3.53e-18,"m^3","engqvist, gold, methanogen, microbe-directory","555, 12331, 18628, 18701","Madin",312.15,37.1645941830721,-12.0820866657492
"358","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina horonobensis","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.2e-05,"s^-1",37,"Celsius",1.04e-17,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6408, 12331, 13268, 17626, 18671, 18723","Madin",310.15,37.4042497960533,-11.3306039081763
"359","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanomethylovorans uponensis","Methanomethylovorans","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",5.14e-06,"s^-1",37,"Celsius",1.05e-18,"m^3","corkrey, engqvist, methanogen","515, 555, 18654","Madin",310.15,37.4042497960533,-12.1784574784972
