species_tax_id,Species,MinWidth,MaxWidth,MinLength,MaxLength,SizeUnit,Volume,VolumeUnit,Shape,Superkingdom,Phylum,Source,Note,Growth_rate
39441,Methanobrevibacter_C arboriphilus,0.6,0.6,2.7,2.7,um,7.07E-19,m^38,rod,Archaea,Euryarchaeota,"engqvist, gold, methanogen","555, 12331, 18582",0.020916358
39480,Andreesenia angusta,1.1,1.5,3,6.5,um,8.41E-18,m^39,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, bergeys","108, 555, 12331",0.284426418
39664,Methanohalophilus portucalensis,0.6,0.6,2,2,um,7.54E-19,m^40,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, methanogen, patric","429, 555, 12331, 18639, 18707",0.040043165
39669,Methanosalsum zhilinae,0.8,1.5,0.8,1.5,um,1.59E-18,m^41,oval,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5216, 12331, 13264, 15453, 18666, 18701, 18707, 18723",0.021126095
40575,Clostridium_AF grantii,0.6,NA,3.5,7,um,1.43E-18,m^42,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, bergeys","105, 555, 12331",0.038508177
42256,Rubrobacter radiotolerans,0.8,1,1,4,um,1.40E-18,m^43,rod,Bacteria,Actinobacteriota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, pasteur, rrndb, bergeys","354, 555, 5545, 12331, 13683, 16888, 18723",0.02706866
42422,Halobacteroides halobius,0.5,0.6,10,20,um,4.75E-18,m^44,oval,Bacteria,Firmicutes_F,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","35, 555, 5568, 12331, 13032, 16271, 18701, 18707, 18718, 18723",0.178186936
42879,Methanothermococcus_A aeolicus,1.5,2,1.5,2,um,5.61E-18,m^45,oval,Archaea,Euryarchaeota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","369, 555, 2564, 4904, 12331, 13247, 14591, 18607, 18701, 18707, 18718, 18723",0.094062584
43928,Halobaculum gomorrense,0.5,1,5,10,um,3.20E-18,m^46,rod,Archaea,Halobacterota,"corkrey, engqvist, gold, bergeys","149, 555, 12331",0.047678304
45497,Clostridium_V ultunense,0.5,7,0.5,7,um,2.76E-17,m^47,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, microbe-directory, patric, bergeys","116, 555, 12331, 18701, 18707",0.004444619
46354,Thermoanaerobacter wiegelii,0.4,0.6,4,10,um,1.34E-18,m^48,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","221, 555, 5245, 12331, 13918, 15518, 18701, 18707, 18718, 18723",0.021466311
46356,Alkalispirochaeta alkalica,0.2,0.5,15,NA,um,1.92E-18,m^49,oval,Bacteria,Spirochaetota,"corkrey, engqvist, gold, microbe-directory, bergeys","338, 555, 12331, 18701",0.014774217
46469,Orenia marismortui,0.6,NA,NA,NA,um,2.26E-19,m^50,oval,Bacteria,Firmicutes_F,"corkrey, engqvist, gold, microbe-directory, patric, bergeys","41, 555, 12331, 18701, 18707",0.352567233
47055,Dethiosulfovibrio peptidovorans_A,1,NA,3,5,um,4.19E-18,m^51,oval,Bacteria,Synergistota,"corkrey, engqvist, gold, microbe-directory, patric, protraits","467, 555, 12331, 18701, 18707, 18718",0.085121845
47303,Sulfolobus_B metallicus,1.5,NA,1.5,NA,um,3.53E-18,m^52,oval,Archaea,Crenarchaeota,"corkrey, engqvist, gold, bergeys","420, 555, 12331",0.002734956
47311,Methanobrevibacter_C cuticularis,0.4,0.4,1.2,1.2,um,1.34E-19,m^53,rod,Archaea,Euryarchaeota,"engqvist, gold, methanogen","555, 12331, 18584",0.006095477
49319,Rubrobacter_B xylanophilus,0.9,1,1,3,um,1.19E-18,m^54,rod,Bacteria,Actinobacteriota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","354, 555, 4707, 12331, 13684, 14407, 18701, 18707, 18718, 18723, 18943",0.012719697
49547,Methanobrevibacter_D curvatus,0.34,0.34,1.6,1.6,um,1.35E-19,m^55,rod,Archaea,Euryarchaeota,"engqvist, gold, methanogen","555, 12331, 18584",0.00866434
49896,Acetomicrobium flavidum,0.5,1,2,4,um,1.21E-18,m^56,rod,Bacteria,Synergistota,"engqvist, gold","555, 12331",0.018198093
52689,Acetobacterium bakii,0.9,1.5,1.5,2.7,um,3.17E-18,m^57,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, bergeys","318, 555, 12331",0.121179577
52694,Acetobacterium wieringae,1,NA,2,NA,um,2.09E-18,m^58,oval,Bacteria,Firmicutes_A,"engqvist, gold, bergeys","555, 12331",0.034657359
52704,Clostridium vincentii,0.6,NA,5,NA,um,1.88E-18,m^59,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, bergeys","327, 555, 12331",0.077890457
52765,Caldicellulosiruptor lactoaceticus,0.7,1,3.6,5.9,um,2.53E-18,m^60,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb","6, 555, 5248, 12331, 15274, 18701, 18707, 18718, 18723",0.007255199
53342,Caloramator_A proteoclasticus,0.4,NA,2.4,4,um,3.85E-19,m^61,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold","133, 555, 12331",0.122529111
53422,Thermobrachium celere,0.5,1.2,1.5,14,um,5.86E-18,m^62,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, protraits, bergeys","498, 555, 12331, 18718",0.128765963
53461,Nakamurella multipartita,0.8,3,0.8,3,um,7.18E-18,m^63,oval,Bacteria,Actinobacteriota,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 5417, 12331, 13384, 15030, 18701, 18707, 18718, 18723",0.03746798
54121,Halanaerobium congolense,0.5,1,2,4,um,1.77E-18,m^64,oval,Bacteria,Firmicutes_F,"engqvist, gold, bergeys","555, 12331",0.060341967
54254,Thermosphaera aggregans,0.8,NA,0.8,NA,um,5.36E-19,m^65,oval,Archaea,Crenarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","335, 555, 5110, 12331, 13956, 15163, 18701, 18707, 18718, 18723",0.004231099
54261,Ferroglobus placidus,0.7,1.3,0.7,1.3,um,1.05E-18,m^66,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","304, 555, 5092, 12331, 12946, 15099, 18701, 18707, 18718, 18723",0.002735744
54265,Carboxydothermus hydrogenoformans,0.3,0.4,1.6,2.7,um,2.76E-19,m^67,oval,Bacteria,Firmicutes_B,"engqvist, gold, patric, bergeys","555, 12331, 18707",0.010830425
54294,Thermosyntropha lipolytica,0.3,0.4,2,3.5,um,3.53E-19,m^68,oval,Bacteria,Firmicutes_B,"corkrey, engqvist, gold, bergeys","499, 555, 12331",0.040975832
55504,Sporomusa_C silvacetica,0.7,NA,3.5,NA,um,1.26E-18,m^69,rod,Bacteria,Firmicutes_C,"corkrey, engqvist, gold","132, 555, 12331",0.024755256
55758,Methanobrevibacter_D filiformis,0.23,0.23,4,4,um,1.63E-19,m^70,rod,Archaea,Euryarchaeota,"engqvist, gold, methanogen","555, 12331, 18585",0.009366854
55779,Moorella stamsii,0.8,NA,2.5,NA,um,1.12E-18,m^71,rod,Bacteria,Firmicutes_B,"engqvist, gold","555, 12331",0.000580172
56810,Psychrobacter glacincola,1,1.5,NA,NA,um,2.05E-18,m^72,oval,Bacteria,Proteobacteria,"corkrey, engqvist, gold, pasteur, bergeys","115, 555, 12331",0.676901544
58290,Archaeoglobus_C veneficus,0.5,1.2,0.5,1.2,um,6.43E-19,m^73,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","492, 555, 5332, 12331, 12434, 15367, 18701, 18707, 18718, 18723",0.010691931
59277,Methanobacterium subterraneum,0.1,0.15,0.6,1.2,um,1.05E-20,m^74,rod,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, methanogen","225, 555, 7004, 12331, 18577",0.048168671
60454,Porphyrobacter tepidarius,0.5,0.7,0.8,1.4,um,4.15E-19,m^75,oval,Bacteria,Proteobacteria,"corkrey, engqvist, gold, bergeys","224, 555, 12331",0.117802036
62320,Haloterrigena turkmenica,1.5,2,1.5,2,um,5.61E-18,m^76,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb","149, 555, 5237, 12331, 13049, 15083, 18701, 18707, 18718, 18723",0.053895279
63612,Sodalis glossinidius,1,1.5,2,12,um,8.08E-18,m^77,rod,Bacteria,Proteobacteria,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4480, 7863, 12331, 13748, 14355, 18701, 18707, 18718, 18723, 18949",0.016989734
66851,Methanobrevibacter_A oralis,0.4,0.5,0.7,1.2,um,1.27E-19,m^78,rod,Archaea,Euryarchaeota,"engqvist, gold, methanogen","555, 12331, 18588",0.01524372
67760,Methanocaldococcus_A infernus,1,3,1,3,um,8.38E-18,m^79,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","352, 555, 5066, 12331, 13240, 15160, 18597, 18701, 18707, 18718, 18723",0.012472508
68909,Deinococcus geothermalis,0.6,1.2,1.5,4,um,2.33E-18,m^80,oval,Bacteria,Deinococcota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","379, 555, 4775, 12331, 12836, 14392, 18701, 18707, 18718, 18723",0.093529508
68910,Deinococcus murrayi,1.2,2,1.2,2,um,4.29E-18,m^81,oval,Bacteria,Deinococcota,"bacdive-microa, corkrey, engqvist, gold, pasteur","1, 379, 555, 12331",0.084355261
69499,Petrotoga olearia,0.3,0.6,0.9,2.5,um,2.47E-19,m^82,rod,Bacteria,Thermotogota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","226, 555, 4885, 12331, 13514, 14660, 18701, 18707, 18718, 18723, 18917",0.005385968
69525,Natrinema pellirubrum,0.7,1,1.5,6,um,1.97E-18,m^83,rod,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, rrndb","149, 555, 5588, 12331, 13387, 16294, 18701, 18723",0.043229835
70863,Shewanella xiamenensis,0.725,0.8,2.875,4,um,1.45E-18,m^84,rod,Bacteria,Proteobacteria,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva","96, 555, 4660, 12331, 13726, 14150, 18560, 18701, 18707, 18718, 18723, 18947",0.804115059
73913,Methanocaldococcus vulcanius,1,3,1,3,um,8.38E-18,m^85,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","341, 555, 5077, 12331, 13242, 15049, 18595, 18701, 18707, 18718, 18723",0.014288748
73919,Thermaerobacter marianensis,0.3,0.6,2,7,um,6.92E-19,m^86,rod,Bacteria,Firmicutes_E,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","138, 555, 5164, 12331, 13914, 15305, 18701, 18707, 18718, 18723",0.000458658
74109,Photobacterium profundum_B,0.8,1,2,4,um,1.72E-18,m^87,rod,Bacteria,Proteobacteria,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4744, 12331, 13518, 14220, 18701, 18707, 18718, 18723, 18918",0.815467271
74701,Desulfotomaculum_H putei,1,1.1,2,5,um,2.73E-18,m^88,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, gold","365, 555, 12331",0.017979072
79601,Metallosphaera hakonensis,0.9,1.1,NA,NA,um,1.05E-18,m^89,oval,Archaea,Crenarchaeota,"corkrey, engqvist, genbank, gold, bergeys","404, 555, 5519, 12331",0.001554281
81479,Rhodoferax antarcticus,0.7,NA,2.5,3,um,9.69E-19,m^90,rod,Bacteria,Proteobacteria,"corkrey, engqvist, genbank, gold, kegg, rrndb, bergeys","267, 555, 5671, 12331, 18224, 18723",0.033179225
83171,Methanocaldococcus fervens,1,2,1,2,um,3.53E-18,m^91,oval,Archaea,Euryarchaeota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5067, 12331, 13239, 15015, 18595, 18701, 18707, 18718, 18723",0.023207017
83984,Methanocorpusculum labreanum,0.4,2,0.4,2,um,1.81E-18,m^92,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","315, 555, 4892, 12331, 13252, 14511, 18613, 18701, 18707, 18718, 18723",0.022676324
83986,Methanoculleus bourgensis,1,2,1,2,um,3.53E-18,m^93,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","49, 555, 5948, 7340, 12331, 13253, 16081, 18615, 18701, 18718, 18723",0.017345591
84032,Ruminiclostridium_F thermosuccinogenes,0.3,0.4,2,4,um,2.77E-19,m^94,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold","440, 555, 7021, 12331",0.022284108
84156,Archaeoglobus_B profundus,1.3,NA,1.4,NA,um,2.48E-18,m^95,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb","508, 555, 5059, 12331, 12432, 15081, 18707, 18718, 18723",0.002453236
85874,Thermacetogenium phaeum,0.4,0.7,2,12.6,um,1.69E-18,m^96,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","240, 555, 5700, 12331, 13913, 16155, 18701, 18718, 18723",0.002183567
86166,Thermodesulfovibrio aggregans,0.3,0.4,3,7,um,4.70E-19,m^97,rod,Bacteria,Nitrospirota,"corkrey, engqvist, fierer, gold, patric","194, 555, 4194, 12331, 18707",0.001805071
86170,Syntrophothermus lipocalidus,0.4,0.5,2,4,um,4.53E-19,m^98,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","252, 555, 5156, 12331, 13897, 15178, 18701, 18707, 18718, 18723",0.003336545
89784,Alicyclobacillus hesperidum,0.5,0.7,2.1,3.9,um,1.13E-18,m^99,oval,Bacteria,Firmicutes_K,"corkrey, engqvist, gold, microbe-directory, pasteur, patric, bergeys","357, 555, 12331, 18701, 18707",0.135857934
91623,Clostridium_I akagii,1,NA,2,11,um,4.84E-18,m^100,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold","88, 555, 12331",0.044558189
91624,Clostridium_I acidisoli,1,NA,3,7,um,3.67E-18,m^101,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold","88, 555, 12331",0.099021026
94009,Thermicanus aegyptius,0.5,NA,2.5,NA,um,6.54E-19,m^102,oval,Bacteria,Firmicutes_I,"engqvist, gold, bergeys","555, 12331",0.040844089
94869,Clostridium gasigenes,0.4,NA,2,7.5,um,5.80E-19,m^103,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, bergeys","348, 555, 12331",0.419073265
99907,Alkalibacterium olivapovliticus,0.4,0.6,1.3,2.9,um,5.50E-19,m^104,oval,Bacteria,Firmicutes,"corkrey, engqvist, gold, pasteur, bergeys","531, 555, 12331",0.091035879
101192,Methanomethylovorans hollandica,1,1.5,1,1.5,um,2.05E-18,m^105,oval,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5582, 12331, 13259, 16287, 18652, 18701, 18707, 18723",0.020584046
102109,Desulfovibrio_M inopinatus,1,1.5,4,12,um,9.31E-18,m^106,rod,Bacteria,Desulfobacterota_A,"corkrey, engqvist, gold, patric","542, 555, 12331, 18707",0.01732868
105483,Desulfotomaculum_D alkaliphilum,0.6,0.7,3,3.5,um,1.01E-18,m^107,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, gold","390, 555, 12331",0.004999619
108007,Thermanaerovibrio velox,0.5,0.6,2.5,3,um,6.10E-19,m^108,rod,Bacteria,Synergistota,"corkrey, engqvist, gold, microbe-directory, protraits","473, 555, 12331, 18701, 18718",0.000689256
108150,Thermoanaerobacter thermocopriae,0.4,0.75,2,6,um,9.89E-19,m^109,rod,Bacteria,Firmicutes_A,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","555, 5078, 12331, 13916, 15105, 18701, 18707, 18718, 18723",0.018852427
108328,Anaerobranca gottschalkii,0.3,0.5,3,5,um,4.86E-19,m^110,rod,Bacteria,Firmicutes_D,"corkrey, engqvist, gold","122, 555, 12331",0.075007811
108819,Coprothermobacter platensis,0.5,NA,1.5,2,um,4.58E-19,m^111,oval,Bacteria,Coprothermobacterota,"corkrey, engqvist, gold, microbe-directory, bergeys","516, 555, 12331, 18701",0.003805344
110500,Pelotomaculum thermopropionicum,0.7,0.8,1.7,2.8,um,1.33E-18,m^112,oval,Bacteria,Firmicutes_B,"corkrey, engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, bergeys","239, 555, 4909, 12331, 14558, 18701, 18707, 18718",0.00609612
112900,Sporomusa_C acidovorans,0.7,1,2,8,um,2.68E-18,m^113,rod,Bacteria,Firmicutes_C,"corkrey, engqvist, gold","490, 555, 12331",0.028691054
113653,Geoglobus ahangari,0.3,0.5,0.3,0.5,um,6.70E-20,m^114,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb","266, 555, 6427, 12331, 12998, 17632, 18707, 18723",0.001286787
114628,Alkaliphilus transvaalensis,0.4,0.7,3,6,um,1.43E-18,m^115,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, bergeys","336, 555, 12331",0.247552564
116090,Caloranaerobacter azorensis,0.3,0.5,0.5,2,um,1.40E-19,m^116,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, patric","94, 555, 12331, 18707",0.074467896
117207,Sphingopyxis alaskensis,0.2,0.5,0.5,3,um,2.24E-19,m^117,oval,Bacteria,Proteobacteria,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4805, 12331, 13768, 14400, 18701, 18707, 18718, 18723, 18951",0.1050223
118062,Methanobacterium_C congolense,0.4,0.5,2,10,um,9.30E-19,m^118,rod,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, methanogen, rrndb","206, 555, 6735, 12331, 18566, 18723",0.023919773
118126,Methanoculleus chikugoensis,1,2,1,2,um,3.53E-18,m^119,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, methanogen","26, 555, 12331, 18616",0.012121772
119484,Syntrophobacter fumaroxidans,1.1,1.6,1.8,2.5,um,2.43E-18,m^120,rod,Bacteria,Desulfobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4732, 12331, 13894, 14457, 18701, 18707, 18718, 18723, 18968",0.002176949
132919,Rhodococcus jostii_A,0.4,0.6,8,12,um,2.62E-18,m^121,oval,Bacteria,Actinobacteriota,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4793, 12331, 13642, 14421, 18701, 18707, 18718, 18723, 18935",0.065391243
141390,Chromohalobacter salexigens,0.6,0.9,1.5,4.2,um,1.15E-18,m^122,rod,Bacteria,Proteobacteria,"engqvist, gold, pasteur, bergeys","555, 12331",0.060002353
145262,Methanothermobacter thermautotrophicus,0.4,0.6,3,7,um,9.49E-19,m^123,rod,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva, bergeys","289, 555, 4654, 12331, 13280, 14066, 18691, 18701, 18707, 18718, 18723, 18888",0.014713377
148604,Lactobacillus_H ingluviei,1,NA,2,3,um,2.62E-18,m^124,oval,Bacteria,Firmicutes,"bacdive-microa, campedelli, corkrey, engqvist, gold, microbe-directory, pasteur, bergeys","1, 2, 359, 555, 12331, 18701",0.179571808
150060,Halonatronum saccharophilum,0.4,0.6,3.5,10,um,1.29E-18,m^125,rod,Bacteria,Firmicutes_F,"corkrey, engqvist, gold, patric, bergeys","317, 555, 12331, 18707",0.034445519
150248,Anoxybacillus pushchinoensis,0.4,0.5,2.5,3,um,5.83E-19,m^126,oval,Bacteria,Firmicutes,"corkrey, engqvist, gold, bergeys","298, 555, 12331",0.015437576
153151,Parageobacillus galactosidasius,0.5,0.9,2,3.5,um,9.69E-19,m^127,rod,Bacteria,Firmicutes,"corkrey, engqvist, gold, pasteur, patric, bergeys","153, 555, 12331, 18707",0.012440944
155863,Methanothermococcus_A okinawensis,1,1.5,1,1.5,um,2.05E-18,m^128,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","362, 555, 5268, 12331, 13281, 15446, 18694, 18701, 18707, 18718, 18723",0.065385075
156205,Halobacillus karajensis,0.75,1.4,3.2,4.5,um,3.17E-18,m^129,rod,Bacteria,Firmicutes,"corkrey, engqvist, gold, pasteur, bergeys","532, 555, 12331",0.583457223
157673,Basfia succiniciproducens,0.3,NA,NA,NA,um,2.83E-20,m^130,oval,Bacteria,Proteobacteria,"genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb, silva","4737, 12331, 13201, 14246, 18560, 18701, 18707, 18718, 18723, 18882",0.30957891
157784,Pseudomonas_G thermotolerans,0.4,0.7,1,1.5,um,2.53E-19,m^131,rod,Bacteria,Proteobacteria,"corkrey, engqvist, gold, microbe-directory, pasteur, patric","402, 555, 12331, 18701, 18707",0.180554098
159728,Desulfovibrio_J cuneatus,0.4,0.6,1.6,3,um,4.19E-19,m^132,rod,Bacteria,Desulfobacterota_A,"corkrey, engqvist, gold, patric","23, 555, 12331, 18707",0.018221535
159743,Paenibacillus terrae_B,0.85,NA,3,NA,um,1.54E-18,m^133,rod,Bacteria,Firmicutes_I,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, pasteur, protraits, rrndb","73, 555, 1444, 5694, 12331, 15571, 18701, 18718, 18723",0.09076171
160232,Nanoarchaeum equitans,0.35,0.5,0.35,0.5,um,8.04E-20,m^134,oval,Archaea,Nanoarchaeota,"genbank, gold, kegg, microbe-directory, patric, protraits, silva, bergeys","4699, 12331, 14202, 18701, 18707, 18718, 18905",0.007220283
160233,Ignicoccus_A hospitalis,1,6,1,6,um,4.49E-17,m^135,oval,Archaea,Crenarchaeota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb, silva","274, 555, 2080, 4808, 12331, 13083, 14626, 18707, 18718, 18723, 18872",0.006343842
160660,Acidihalobacter prosperus,0.3,NA,3,4,um,2.40E-19,m^136,rod,Bacteria,Proteobacteria,"corkrey, engqvist, genbank, gold, kegg, patric, rrndb, bergeys","413, 555, 8357, 12331, 18089, 18707, 18723",0.047573588
161154,Thermanaeromonas toyohensis,0.6,NA,2.6,NA,um,6.79E-19,m^137,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, gold","476, 555, 12331",0.002253991
165813,Sporanaerobacter acetigenes,0.4,0.5,3,5,um,6.12E-19,m^138,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, pasteur","131, 555, 12331",0.089162231
166485,Caminicella sporogenes,0.5,0.7,3,10,um,1.78E-18,m^139,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold","129, 555, 12331",0.068689642
166501,Thermobaculum terrenum,1,1.5,2,3,um,2.56E-18,m^140,rod,Bacteria,Chloroflexota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","396, 555, 5385, 12331, 13922, 15067, 18701, 18707, 18718, 18723",0.006611224
170861,Methanosarcina lacustris,1.5,3.5,1.5,3.5,um,1.64E-17,m^141,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","320, 555, 6407, 12331, 13269, 17530, 18672, 18723",0.009838015
171121,Sulfurihydrogenibium subterraneum,0.3,0.5,1.5,2.5,um,2.35E-19,m^142,rod,Bacteria,Aquificota,"corkrey, engqvist, gold","175, 555, 12331",0.027390626
171695,Thermodesulfatator indicus,0.4,0.5,0.8,1,um,1.19E-19,m^143,rod,Bacteria,Desulfobacterota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","171, 555, 4193, 5208, 12331, 13937, 15458, 18701, 18707, 18718, 18723",0.010830425
175696,Thermaerobacter subterraneus,0.3,NA,2,10,um,4.17E-19,m^144,rod,Bacteria,Firmicutes_E,"corkrey, engqvist, gold, microbe-directory, patric","207, 555, 12331, 18701, 18707",0.014440566
182411,Anaerobranca californiensis,0.272,0.32,3.05,5,um,2.70E-19,m^145,rod,Bacteria,Firmicutes_D,"engqvist, fierer, gold, bergeys","555, 815, 12331",0.064982548
184117,Thermoproteus uzoniensis,0.3,0.4,1,20,um,9.99E-19,m^146,rod,Archaea,Crenarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, rrndb, bergeys","249, 555, 5443, 12331, 13952, 15376, 18701, 18723",0.003588907
191770,Marinilactibacillus psychrotolerans,0.4,0.5,2.3,4.5,um,7.21E-19,m^147,oval,Bacteria,Firmicutes,"bacdive-microa, corkrey, engqvist, gold, pasteur, bergeys","1, 522, 555, 12331",0.18390745
196588,Porphyrobacter cryptus,0.6,1,1,2.8,um,8.21E-19,m^148,rod,Bacteria,Proteobacteria,"corkrey, engqvist, gold, pasteur, protraits","275, 555, 12331, 18718",0.099475772
204470,Alicyclobacillus_A pomorum,0.8,1,2,4,um,1.72E-18,m^149,rod,Bacteria,Firmicutes_K,"corkrey, engqvist, gold, pasteur, patric","213, 555, 12331, 18707",0.068689642
209880,Allisonella histaminiformans,0.4,0.8,1,8,um,1.70E-18,m^150,oval,Bacteria,Firmicutes_C,"corkrey, engqvist, gold, pasteur, bergeys","33, 555, 12331",0.101485678
211668,Colwellia piezophila,0.8,1,2,4,um,1.72E-18,m^151,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold, microbe-directory, patric","452, 555, 1382, 12331, 18701, 18707",0.287017466
213185,Methanotorris formicicus,0.8,1.5,0.8,1.5,um,1.59E-18,m^152,oval,Archaea,Euryarchaeota,"corkrey, engqvist, gold, methanogen, microbe-directory","177, 555, 12331, 18698, 18701",0.033255634
215813,Dinoroseobacter shibae,0.5,NA,0.65,NA,um,1.70E-19,m^153,oval,Bacteria,Proteobacteria,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 1559, 4874, 12331, 12895, 14651, 18701, 18707, 18718, 18723, 18854",0.06899733
