ConPhylum,TempPref,GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,Superkingdom,GrowthRate,RateUnit,Optimum.Temp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes,Author,Temp,Unit,arrhenius_tmp,x,y,z,r.sqr,lntercept,a,RE,E,TCorrected_GrowthRate
Proteobacteria,Mesophile,Nisaea denitrificans,Nisaea,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Bacteria,3.63E-05,s^-1,30,Celsius,1.40E-18,m^3,"corkrey, engqvist, fierer, gold, pasteur, protraits","374, 555, 2862, 12331, 18718",Madin,303.15,K,38.26794681,-10.22369282,-41.11005944,38.26794681,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.006154753
Proteobacteria,Mesophile,Geobacter sulfurreducens,Geobacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Bacteria,1.10E-05,s^-1,29.333,Celsius,2.62E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4631, 7756, 12331, 12995, 14205, 15834, 18560, 18701, 18707, 18718, 18723, 18859",Madin,302.483,K,38.35233079,-11.41761529,-42.78594245,38.35233079,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.001886308
Proteobacteria,Mesophile,Burkholderia pseudomallei,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Bacteria,9.12E-05,s^-1,38.5,Celsius,9.33E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4444, 7892, 7993, 8651, 8742, 9101, 9187, 9427, 9501, 9676, 9746, 9875, 9935, 10029, 10089, 10174, 10227, 10291, 10342, 10393, 10437, 10476, 10519, 10557, 10597, 10632, 10674, 10706, 10736, 10771, 10802, 10830, 10859, 10885, 10908, 10929, 10953, 10981, 11003, 11021, 11040, 11056, 11079, 11096, 11117, 11135, 11158, 11175, 11209, 11231, 11263, 11334, 11479, 11488, 11490, 12209, 12210, 12331, 12581, 14248, 14328, 14519, 14520, 14933, 15943, 16173, 16611, 16736, 16820, 16832, 16931, 17173, 17178, 17210, 17232, 18701, 18707, 18718, 18723, 18827",Madin,311.65,K,37.22421972,-9.302455661,-41.51588175,37.22421972,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.013443006
Proteobacteria,Mesophile,Dinoroseobacter shibae,Dinoroseobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Bacteria,1.92E-05,s^-1,33,Celsius,1.70E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 1559, 4874, 12331, 12895, 14651, 18701, 18707, 18718, 18723, 18854",Madin,306.15,K,37.89295468,-10.86060028,-43.21848852,37.89295468,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.003095708
Proteobacteria,Mesophile,Photobacterium profundum,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Bacteria,0.000226519,s^-1,15,Celsius,1.72E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4744, 12331, 13518, 14220, 18701, 18707, 18718, 18723, 18918",Madin,288.15,K,40.26003149,-8.392681731,-40.90420738,40.26003149,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.050171582
Proteobacteria,Mesophile,Photorhabdus luminescens,Photorhabdus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Bacteria,0.000151488,s^-1,28.8,Celsius,2.61E-18,m^3,"engqvist, fierer, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3251, 7066, 7119, 8381, 8383, 12331, 14199, 18701, 18707, 18718, 18723, 18919",Madin,301.95,K,38.42003005,-8.795004144,-40.48718145,38.42003005,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.026214518
Proteobacteria,Mesophile,Chromohalobacter salexigens,Chromohalobacter,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Bacteria,1.67E-05,event / (individual * second),37,Celsius,1.26E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4541, 12331, 12716, 14386, 18560, 18701, 18707, 18718, 18723",Madin,310.15,K,37.4042498,-11.00010184,-41.21541995,37.4042498,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.002521771
Proteobacteria,Mesophile,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Bacteria,0.00109227,s^-1,38.5,Celsius,1.26E-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,NA,Hira,311.65,K,37.22421972,-6.819497179,-41.21541995,37.22421972,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.161002111
Proteobacteria,Mesophile,Desulfobacter curvatus,Desulfobacter,Desulfobacteraceae,Desulfobacterales,Deltaproteobacteria,Bacteria,1.08E-05,s^-1,33.0149,Celsius,1.39E-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00456706.pdf,NA,Hira,306.1649,K,37.89111056,-11.43596442,-41.11722793,37.89111056,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.001740905
Proteobacteria,Mesophile,Desulfovibrio litoralis,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Bacteria,5.54E-06,s^-1,28,Celsius,4.09E-19,m^3,"corkrey, engqvist, gold","23, 555, 12331",Madin,301.15,K,38.52209223,-12.10351606,-42.3405718,38.52209223,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.000971894
Proteobacteria,Mesophile,Sodalis glossinidius,Sodalis,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Bacteria,4.72E-06,s^-1,25,Celsius,8.08E-18,m^3,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4480, 7863, 12331, 13748, 14355, 18701, 18707, 18718, 18723, 18949",Madin,298.15,K,38.90970342,-12.26370176,-39.3571398,38.90970342,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.000872231
Proteobacteria,Mesophile,Sorangium cellulosum,Sorangium,Polyangiaceae,Myxococcales,Deltaproteobacteria,Bacteria,1.22E-05,s^-1,28,Celsius,4.06E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4988, 7652, 8164, 12331, 13752, 14673, 16573, 18701, 18707, 18718, 18723, 18950",Madin,301.15,K,38.52209223,-11.31407461,-40.0453487,38.52209223,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.002140273
Proteobacteria,Mesophile,Pseudomonas fluorescens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Bacteria,0.00039527,s^-1,30.41,Celsius,1.91E-18,m^3,Size:https://academic.oup.com/femsec/article/86/1/36/529865; Mass:http://www.pnas.org/content/105/44/16994,NA,Hira,303.56,K,38.21626062,-7.835941482,-40.79942843,38.21626062,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.06655595
Proteobacteria,Mesophile,Nitratifractor salsuginis,Nitratifractor,NA,Campylobacterales,Epsilonproteobacteria,Bacteria,3.27E-05,s^-1,37.2,Celsius,6.50E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","433, 555, 2863, 5293, 12331, 13404, 15322, 18701, 18707, 18718, 18723",Madin,310.35,K,37.38014524,-10.32813548,-41.87731459,37.38014524,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.0049219
Proteobacteria,Mesophile,Shewanella donghaensis,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Bacteria,0.00011769,s^-1,17,Celsius,3.43E-19,m^3,"corkrey, fierer, gold","334, 3781, 12331",Madin,290.15,K,39.98251964,-9.047456509,-42.51655651,39.98251964,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.025114598
Proteobacteria,Mesophile,Halomonas elongata,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Bacteria,0.00026346,s^-1,35.97092192,Celsius,1.39E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/51/4/0511457a.pdf?expires=1526917758&id=id&accname=guest&checksum=88E8DCDABD428EA0F6249F0404341F87,NA,Hira,309.1209219,K,37.5287703,-8.241609004,-41.11722793,37.5287703,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.040453666
Proteobacteria,Mesophile,Halomonas halodenitrificans,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Bacteria,0.00012166,s^-1,35.06580037,Celsius,3.58E-19,m^3,Size:https://www.um.es/biomybiotec/web/Seminarios/2008/papers/A_Ventosa_Biology_moderately_halophilic.pdf;  mass:http://www.pnas.org/content/105/44/16994,DeLong,Hira,308.2158004,K,37.63897912,-9.014280289,-42.47375397,37.63897912,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.018958817
Proteobacteria,Mesophile,Shewanella profunda,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Bacteria,0.000128361,s^-1,27.5,Celsius,7.92E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","525, 555, 3793, 12331",Madin,300.65,K,38.58615691,-8.960663951,-41.67972556,38.58615691,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.022712999
Proteobacteria,Mesophile,Pseudoalteromonas antarctica,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Bacteria,5.89E-05,s^-1,17.5,Celsius,8.91E-19,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/47/2/ijs-47-2-345.pdf?expires=1526924343&id=id&accname=guest&checksum=FF1A3F36005B016E92C7B9740F808F9A,NA,Hira,290.65,K,39.91373843,-9.739669467,-41.56194253,39.91373843,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.012453606
Proteobacteria,Mesophile,Desulfovibrio inopinatus,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Bacteria,4.81E-06,s^-1,30,Celsius,9.31E-18,m^3,"corkrey, engqvist, gold, patric","542, 555, 12331, 18707",Madin,303.15,K,38.26794681,-12.24481347,-39.21544258,38.26794681,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.000815547
Proteobacteria,Mesophile,Thalassobaculum salexigens,Thalassobaculum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Bacteria,2.65E-05,s^-1,30,Celsius,5.26E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur, protraits","232, 555, 4164, 12331, 18718",Madin,303.15,K,38.26794681,-10.53836582,-42.08898574,38.26794681,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.004493139
Proteobacteria,Mesophile,Thioreductor micantisoli,Thioreductor,NA,NA,Epsilonproteobacteria,Bacteria,4.18E-05,s^-1,32,Celsius,3.60E-19,m^3,"corkrey, engqvist, fierer, gold","368, 555, 4228, 12331",Madin,305.15,K,38.0171328,-10.08261422,-42.46818292,38.0171328,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.006852816
Proteobacteria,Mesophile,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Bacteria,0.000209,s^-1,39.9335,Celsius,4.32E-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html,Hira,313.0835,K,37.05378301,-8.473176306,-39.98327627,37.05378301,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.030110574
Proteobacteria,Mesophile,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Bacteria,4.58E-05,s^-1,27.5,Celsius,2.97E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4960, 12331, 13489, 14479, 18701, 18707, 18718, 18723, 18914",Madin,300.65,K,38.58615691,-9.991226467,-42.66055481,38.58615691,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.008104139
Proteobacteria,Mesophile,Desulfotalea arctica,Desulfotalea,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,Bacteria,6.90E-06,s^-1,19.253,Celsius,7.38E-19,m^3,https://bacdive.dsmz.de/search?search=Desulfotalea+arctica&submit=search,BacDrive meta-Database,Hira,292.403,K,39.67444956,-11.88398915,-41.75034313,39.67444956,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.001412827
Proteobacteria,Mesophile,Photobacterium frigidiphilum,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Bacteria,0.000179275,s^-1,14,Celsius,2.77E-18,m^3,"corkrey, engqvist, fierer, gold","270, 555, 3244, 12331",Madin,287.15,K,40.40023707,-8.626589618,-40.42768435,40.40023707,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.04046137
Proteobacteria,Mesophile,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Bacteria,0.000122872,s^-1,32.476,Celsius,1.21E-18,m^3,"bacdive-microa, corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva","1, 36, 555, 4420, 7913, 7977, 8665, 8728, 9115, 9176, 9438, 9492, 9685, 9738, 9882, 9927, 10037, 10081, 10180, 10222, 10297, 10337, 10398, 10432, 10481, 10514, 10561, 10592, 10636, 10670, 10710, 4607, 10775, 10798, 5584, 11192, 11212, 11228, 11261, 11279, 11291, 11311, 11322, 11389, 11417, 11424, 11431, 11438, 11443, 11455, 11460, 11466, 11468, 11475, 11480, 11486, 11492, 11499, 11501, 11512, 11531, 11536, 11538, 11543, 11550, 11557, 11559, 7162, 8186, 11600, 11607, 11609, 11616, 11637, 11646, 11663, 11672, 11673, 11683, 11685, 11692, 11699, 11706, 11708, 11712, 11713, 11719, 11721, 12291, 12331, 13577, 14090, 14440, 14608, 14857, 15867, 15868, 16054, 16489, 16566, 16752, 16753, 16775, 16794, 16795, 16839, 16843, 16897, 16898, 16938, 16939, 17497, 18540, 18560, 18701, 18707, 18718, 18723, 18857",Madin,305.626,K,37.95792267,-9.004367395,-41.25591131,37.95792267,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.019984646
Proteobacteria,Mesophile,Klebsiella oxytoca,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Bacteria,0.00098619,s^-1,37.01,Celsius,2.24E-18,m^3,http://www.vetbact.org/index.php?artid=156,NA,Hira,310.16,K,37.40304383,-6.921661524,-40.64005581,37.40304383,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.148894817
Proteobacteria,Mesophile,Gluconobacter oxydans,Gluconobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Bacteria,0.000102415,s^-1,28.95,Celsius,1.88E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","555, 4753, 7708, 8129, 8535, 8831, 12331, 13004, 13005, 14274, 16220, 17290, 18701, 18707, 18718, 18723, 18861",Madin,302.1,K,38.40095357,-9.186477372,-40.8152599,38.40095357,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.017677299
Proteobacteria,Mesophile,Pasteurella multocida,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Bacteria,5.93E-05,s^-1,37,Celsius,1.95E-18,m^3,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","1, 555, 4562, 7799, 8073, 8582, 8796, 9053, 9233, 9386, 9538, 9642, 9776, 9849, 9956, 10008, 4576, 5584, 10914, 10923, 10961, 10973, 11009, 4607, 11783, 12331, 13497, 14100, 15629, 15675, 15951, 17078, 18701, 18707, 18718, 18723, 18915",Madin,310.15,K,37.4042498,-9.732901252,-40.7787023,37.4042498,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.008954553
Proteobacteria,Mesophile,Nitrosomonas europaea,Nitrosomonas,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Bacteria,2.48E-05,s^-1,25,Celsius,7.32E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4599, 12331, 13412, 14180, 18701, 18707, 18718, 18723, 18909",Madin,298.15,K,38.90970342,-10.6046669,-41.75850644,38.90970342,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.00458291
Proteobacteria,Mesophile,Yersinia enterocolitica,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Bacteria,2.14E-05,s^-1,23.15,Celsius,7.69E-19,m^3,http://www.elsevier.es/es-revista-enfermedades-infecciosas-microbiologia-clinica-28-articulo-yersinia-enterocolitica-pathogenesis-virulence-antimicrobial-S0213005X11002655?referer=buscador,NA,Hira,296.3,K,39.15264284,-10.75211964,-41.70919598,39.15264284,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.0040856
Proteobacteria,Mesophile,Psychrobacter cryohalolentis,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Bacteria,6.40E-05,s^-1,28.5,Celsius,2.93E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits, rrndb","154, 555, 3481, 4809, 4576, 12331, 14389, 18701, 18707, 18718, 18723",Madin,301.65,K,38.45823993,-9.656627475,-42.67411434,38.45823993,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.011131906
Proteobacteria,Mesophile,Erwinia amylovora,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Bacteria,0.00015932,s^-1,29.99880665,Celsius,5.41E-19,m^3,"van der zwet & keil (1979), https://www.eppo.int/QUARANTINE/data_sheets/bacteria/ERWIAM_ds.pdf",NA,Hira,303.1488067,K,38.26809744,-8.7445958,-42.06086767,38.26809744,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.027013639
Proteobacteria,Mesophile,Rickettsia typhi,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Bacteria,4.15E-06,s^-1,34,Celsius,1.09E-19,m^3,"genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","4957, 7661, 8160, 12331, 13666, 14238, 15700, 15705, 18701, 18707, 18718, 18723, 18942",Madin,307.15,K,37.76958514,-12.39240222,-43.66293907,37.76958514,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.000658143
Proteobacteria,Mesophile,Halomonas subglaciescola,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Bacteria,3.00E-07,s^-1,19.07,Celsius,2.68E-17,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/37/1/ijs-37-1-27.pdf?expires=1526918345&id=id&accname=guest&checksum=BCFA940E8C9D2267ACB4B0C4DE28C1DA,length vary’s dramatically ,Hira,292.22,K,39.69929531,-15.01948336,-38.15812979,39.69929531,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,6.16E-05
Proteobacteria,Mesophile,Xylella fastidiosa,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Bacteria,3.84E-05,s^-1,28.00402221,Celsius,1.83E-19,m^3,http://aem.asm.org/content/73/8/2690.full?view=long&pmid=17293518,NA,Hira,301.1540222,K,38.52157773,-10.1674531,-43.1448008,38.52157773,0.021413373,-9.127964753,-0.095589799,-0.134137382,0.134137382,0.006736131
Spirochaetes,Mesophile,Sphaerochaeta globosa,Sphaerochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Bacteria,5.45E-06,s^-1,28.333,Celsius,3.19E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","130, 555, 3837, 5290, 12331, 13755, 15355, 18701, 18707, 18718, 18723",Madin,301.483,K,38.47954304,-12.11989495,-40.28651076,38.47954304,0.887083581,79.50318504,0.720513333,-1.614594127,1.614594127,5.23E+21
Spirochaetes,Mesophile,Sphaerochaeta pleomorpha,Sphaerochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Bacteria,7.63E-06,s^-1,25.833,Celsius,3.30E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","130, 555, 3837, 5574, 12331, 13756, 15576, 18701, 18718, 18723",Madin,298.983,K,38.80129664,-11.78342271,-40.25260921,38.80129664,0.887083581,79.50318504,0.720513333,-1.614594127,1.614594127,1.23E+22
Spirochaetes,Mesophile,Spirochaeta cellobiosiphila,Spirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Bacteria,3.12E-05,s^-1,37,Celsius,1.41E-18,m^3,"corkrey, engqvist, fierer, gold, protraits","100, 555, 3925, 12331, 18718",Madin,310.15,K,37.4042498,-10.37509246,-41.10294197,37.4042498,0.887083581,79.50318504,0.720513333,-1.614594127,1.614594127,5.28E+21
Spirochaetes,Mesophile,Alkalispirochaeta alkalica,Alkalispirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Bacteria,2.59E-06,s^-1,35,Celsius,9.54E-20,m^3,"corkrey, engqvist, gold, microbe-directory, bergeys","338, 555, 12331, 18701",Madin,308.15,K,37.6470163,-12.86385268,-43.79620837,37.6470163,0.887083581,79.50318504,0.720513333,-1.614594127,1.614594127,6.48E+20
Actinobacteria,Thermophile,Rubrobacter xylanophilus,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Bacteria,5.99E-05,s^-1,60.1472,Celsius,1.27E-18,m^3,https://books.google.co.uk/books?id=66UMS7A2KisC&pg=PA2006&lpg=PA2006&dq=Rubrobacter+xylanophilus+cell+volume&source=bl&ots=_8IUoOsVAb&sig=ISGSN_kQXz9eLGaLTAua_OkTDaI&hl=en&sa=X&ved=0ahUKEwij1MrJ1YrbAhUJXMAKHdoNCm84ChDoAQgvMAE#v=onepage&q=Rubrobacter%20xylanophilus%20cell%20volume&f=false,pg. 2008 of Bergey’s Manual of Systematic Bacteriology Volume 5: The Actinobacteria,Hira,333.2972,K,34.80655725,-9.722834053,-41.20751477,34.80655725,1,5588.571155,113.5116957,-26.45361057,26.45361057,Inf
Actinobacteria,Thermophile,Rubrobacter taiwanensis,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Bacteria,6.58E-06,s^-1,60,Celsius,1.25E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","354, 555, 3645, 12331",Madin,333.15,K,34.82193629,-11.93147581,-41.22338812,34.82193629,1,5588.571155,113.5116957,-26.45361057,26.45361057,Inf
Actinobacteria,Thermophile,Rubrobacter radiotolerans,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Bacteria,3.14E-05,s^-1,50.2169,Celsius,1.62E-18,m^3,https://books.google.co.uk/books?id=66UMS7A2KisC&pg=PA2006&lpg=PA2006&dq=Rubrobacter+xylanophilus+cell+volume&source=bl&ots=_8IUoOsVAb&sig=ISGSN_kQXz9eLGaLTAua_OkTDaI&hl=en&sa=X&ved=0ahUKEwij1MrJ1YrbAhUJXMAKHdoNCm84ChDoAQgvMAE#v=onepage&q=Rubrobacter%20xylanophilus%20cell%20volume&f=false,pg. 2008 of Bergey’s Manual of Systematic Bacteriology Volume 5: The Actinobacteria,Hira,323.3669,K,35.8754346,-10.36870267,-40.96410552,35.8754346,1,5588.571155,113.5116957,-26.45361057,26.45361057,Inf
Aquificae,Thermophile,Thermovibrio ammonificans,Thermovibrio,Desulfurobacteriaceae,Desulfurobacteriales,Aquificae,Bacteria,2.75E-06,s^-1,74,Celsius,2.26E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","361, 555, 4206, 5309, 12331, 13963, 15308, 18701, 18707, 18718, 18723",Madin,347.15,K,33.41762372,-12.80390965,-42.93375195,33.41762372,0.113155852,7.466141307,1.171984262,0.915024832,-0.915024832,1.44E-19
Aquificae,Thermophile,Hydrogenivirga caldilitoris,Hydrogenivirga,Aquificaceae,Aquificales,Aquificae,Bacteria,2.93E-06,s^-1,75,Celsius,1.34E-19,m^3,"corkrey, engqvist, fierer, gold","360, 555, 2055, 12331",Madin,348.15,K,33.32163744,-12.74050813,-43.45644715,33.32163744,0.113155852,7.466141307,1.171984262,0.915024832,-0.915024832,1.68E-19
Aquificae,Thermophile,Hydrogenobacter thermophilus,Hydrogenobacter,Aquificaceae,Aquificales,Aquificae,Bacteria,2.96E-06,s^-1,71.667,Celsius,2.97E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb","251, 555, 5102, 7623, 12331, 13070, 15094, 15999, 18560, 18701, 18707, 18718, 18723",Madin,344.817,K,33.64372428,-12.73032129,-42.66055481,33.64372428,0.113155852,7.466141307,1.171984262,0.915024832,-0.915024832,1.26E-19
Aquificae,Thermophile,Thermosulfidibacter takaii,Thermosulfidibacter,NA,Aquificales,Aquificae,Bacteria,1.22E-06,s^-1,70,Celsius,4.19E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, rrndb","174, 555, 4201, 6591, 12331, 17845, 18723",Madin,343.15,K,33.80716326,-13.6166597,-42.31641603,33.80716326,0.113155852,7.466141307,1.171984262,0.915024832,-0.915024832,4.48E-20
Aquificae,Thermophile,Persephonella marina,Persephonella,Hydrogenothermaceae,Aquificales,Aquificae,Bacteria,5.76E-05,s^-1,73.1051,Celsius,3.10E-19,m^3,http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2,NA,Hira,346.2551,K,33.50399192,-9.76198799,-42.61771466,33.50399192,0.113155852,7.466141307,1.171984262,0.915024832,-0.915024832,2.79E-18
Aquificae,Thermophile,Persephonella guaymasensis,Persephonella,Hydrogenothermaceae,Aquificales,Aquificae,Bacteria,4.18E-05,s^-1,70.088,Celsius,3.10E-19,m^3,http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2,NA,Hira,343.238,K,33.79849572,-10.08261422,-42.61771466,33.79849572,0.113155852,7.466141307,1.171984262,0.915024832,-0.915024832,1.55E-18
Aquificae,Thermophile,Sulfurihydrogenibium kristjanssonii,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Bacteria,0.00012366,s^-1,68.0546,Celsius,3.60E-19,m^3,https://www.researchgate.net/publication/5401401_Sulfurihydrogenibium_kristjanssonii_sp_nov_a_hydrogen-_and_sulfur-oxidizing_thermophile_isolated_from_a_terrestrial_Icelandic_hot_spring,NA,Hira,341.2046,K,33.99991698,-8.997974694,-42.46818292,33.99991698,0.113155852,7.466141307,1.171984262,0.915024832,-0.915024832,3.81E-18
