"ConPhylum","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","OptimumTemp","arrhenius_tmp","TempPref","x","y","z","r.sqr","a","RE","p_volume","p_temp","E","TCorrected_GrowthRate"
"107","Euryarchaeota","Methanothermobacter tenebrarum","Methanothermobacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",5.01e-07,"s^-1",70,"Celsius",1.51e-18,"m^3","engqvist, fierer, methanogen, protraits","555, 2576, 18690, 18718",343.15,33.8071632645955,"Mesophile",-14.5066597358615,-41.034422023066,33.8071632645955,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.51405431262421e-09
"108","Euryarchaeota","Methanobacterium petrolearium","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",1.72e-06,"s^-1",35,"Celsius",2.64e-19,"m^3","corkrey, engqvist, fierer, gold, methanogen","170, 555, 2558, 12331, 18568",308.15,37.6470163045463,"Mesophile",-13.2731862671389,-42.7783378497286,37.6470163045463,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.68931969267281e-09
"109","Euryarchaeota","Methanobacterium ferruginis","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.6e-06,"s^-1",40,"Celsius",2.17e-19,"m^3","corkrey, engqvist, fierer, gold, methanogen","170, 555, 2558, 12331, 18568",313.15,37.0459143357686,"Mesophile",-12.8599991129368,-42.9743895993345,37.0459143357686,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.50700794092118e-09
"110","Euryarchaeota","Methanobrevibacter filiformis","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.6e-06,"s^-1",30,"Celsius",1.63e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18585",303.15,38.2679468060232,"Mesophile",-12.8599991129368,-43.2605367520682,38.2679468060232,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.65433614867539e-09
"111","Euryarchaeota","Methanobacterium lacus","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.38e-06,"s^-1",30,"Celsius",7.09e-19,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, protraits, rrndb","555, 2559, 6242, 12331, 13231, 15353, 18573, 18718, 18723",303.15,38.2679468060232,"Mesophile",-12.3384618335759,-41.7904314263428,38.2679468060232,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.15615089661469e-09
"112","Euryarchaeota","Methanoregula formicica","Methanoregula","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.23e-06,"s^-1",31.5,"Celsius",4.19e-19,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","555, 2571, 5601, 12331, 13261, 16262, 18662, 18701, 18718, 18723",304.65,38.0795275701492,"Mesophile",-12.1610992798874,-42.3164160329528,38.0795275701492,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,7.59241590398005e-09
"113","Euryarchaeota","Palaeococcus pacificus","Palaeococcus","Thermococcaceae","Thermococcales","Thermococci","Archaea",2.73e-06,"s^-1",80,"Celsius",1.98e-18,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, rrndb","349, 555, 3113, 6131, 12331, 13474, 16975, 18723",353.15,32.8498600431713,"Mesophile",-12.8112089487674,-40.7634348291864,32.8498600431713,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,9.72334185860158e-09
"114","Euryarchaeota","Methanogenium frigidum","Methanogenium","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.53e-06,"s^-1",15,"Celsius",6.63e-18,"m^3","corkrey, engqvist, gold, methanogen, protraits","268, 555, 12331, 18631, 18718",288.15,40.2600314913966,"Mesophile",-12.3047886184693,-39.5549268696951,40.2600314913966,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.52335241339152e-09
"115","Euryarchaeota","Methanosarcina soligelidi","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",9.03e-07,"s^-1",28,"Celsius",9.02e-18,"m^3","engqvist, fierer, gold, methanogen","555, 2573, 12331, 18676",301.15,38.5220922272819,"Mesophile",-13.9175432835294,-39.2470873398183,38.5220922272819,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.21501341851277e-09
"116","Euryarchaeota","Methanobacterium movilense","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",9.87e-07,"s^-1",33,"Celsius",1.17e-18,"m^3","engqvist, methanogen","555, 18574",306.15,37.8929546766158,"Mesophile",-13.8285957975129,-41.2895279250832,37.8929546766158,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.47945240734977e-09
"117","Euryarchaeota","Methanosarcina spelaei","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",6.41e-07,"s^-1",33,"Celsius",2.83e-17,"m^3","engqvist, methanogen, patric","555, 18677, 18707",306.15,37.8929546766158,"Mesophile",-14.2602363800257,-38.1036698692436,37.8929546766158,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,9.60819648542253e-10
"118","Euryarchaeota","Methanothermobacter crinale","Methanothermobacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.95e-07,"s^-1",65,"Celsius",2.79e-19,"m^3","corkrey, engqvist, methanogen","401, 555, 18687",338.15,34.3070473879815,"Mesophile",-14.5187080743777,-42.7230751710536,34.3070473879815,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.37294091740392e-09
"119","Euryarchaeota","Methanosphaera cuniculi","Methanosphaera","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",9.46e-07,"s^-1",37.5,"Celsius",4.52e-19,"m^3","engqvist, gold, methanogen, patric","555, 12331, 18680, 18707",310.65,37.3440465934201,"Mesophile",-13.8710232678945,-42.2406047730427,37.3440465934201,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.55806613358069e-09
"120","Euryarchaeota","Methanosaeta pelagica","Methanosaeta","Methanosaetaceae","Methanosarcinales","Methanomicrobia","Archaea",3.23e-07,"s^-1",30,"Celsius",1.29e-18,"m^3","engqvist, methanogen","555, 18665",303.15,38.2679468060232,"Mesophile",-14.9456135137238,-41.1918894555192,38.2679468060232,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.5398099077775e-10
"121","Euryarchaeota","Thermococcus prieurii","Thermococcus","Thermococcaceae","Thermococcales","Thermococci","Archaea",1.74e-06,"s^-1",80,"Celsius",1.59e-18,"m^3","corkrey, fierer","199, 4190",353.15,32.8498600431713,"Mesophile",-13.2616254447378,-40.9827976576607,32.8498600431713,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.19729481097683e-09
"122","Euryarchaeota","Methanoculleus submarinus","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",6.09e-06,"s^-1",40,"Celsius",2.87e-18,"m^3","corkrey, engqvist, gold, methanogen","269, 555, 12331, 18623",313.15,37.0459143357686,"Mesophile",-12.0088624762425,-40.3922196441213,37.0459143357686,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.05567993693115e-08
"123","Euryarchaeota","Methanocella conradii","Methanocella","Methanocellaceae","Methanocellales","Methanomicrobia","Archaea",3.21e-06,"s^-1",54.375,"Celsius",9.9e-20,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5637, 12331, 13244, 15673, 18601, 18701, 18707, 18723",327.525,35.4199773276725,"Mesophile",-12.6492396208223,-43.7591671027404,35.4199773276725,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,7.35535130655652e-09
"124","Euryarchaeota","Methanocella arvoryzae","Methanocella","Methanocellaceae","Methanocellales","Methanomicrobia","Archaea",4.25e-06,"s^-1",45,"Celsius",4.43e-19,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2562, 4926, 12331, 13243, 14565, 18600, 18701, 18707, 18718, 18723",318.15,36.4637060325191,"Mesophile",-12.3685915750279,-42.2607171828298,36.4637060325191,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,8.1413555851413e-09
"125","Euryarchaeota","Methanocaldococcus indicus","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",4.25e-06,"s^-1",85,"Celsius",8.38e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18596",358.15,32.3912552680328,"Mesophile",-12.3685915750279,-39.3206837593988,32.3912552680328,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.63765459668882e-08
"126","Euryarchaeota","Methanospirillum stamsii","Methanospirillum","Methanospirillaceae","Methanomicrobiales","Methanomicrobia","Archaea",5e-05,"s^-1",25,"Celsius",1.83e-18,"m^3","corkrey, engqvist, fierer, methanogen","450, 555, 2575, 18686",298.15,38.9097034185676,"Mesophile",-9.90348755253613,-40.8422157070395,38.9097034185676,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.29468658619365e-08
"127","Euryarchaeota","Methanomethylovorans uponensis","Methanomethylovorans","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",5.14e-06,"s^-1",37,"Celsius",1.05e-18,"m^3","corkrey, engqvist, methanogen","515, 555, 18654",310.15,37.4042497960533,"Mesophile",-12.1784574784972,-41.3977415097234,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,8.37858807889565e-09
"128","Euryarchaeota","Methanobacterium thermaggregans","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.34e-06,"s^-1",65,"Celsius",7.37e-19,"m^3","corkrey, engqvist, gold, methanogen","414, 555, 12331, 18578",338.15,34.3070473879815,"Mesophile",-12.9653596285947,-41.7516990606856,34.3070473879815,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.49026615500034e-09
"129","Euryarchaeota","Methanohalophilus levihalophilus","Methanohalophilus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",3.78e-06,"s^-1",35,"Celsius",6.43e-19,"m^3","corkrey, engqvist, methanogen","215, 555, 18637",308.15,37.6470163045463,"Mesophile",-12.4857865483328,-41.8881422286373,37.6470163045463,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,5.91024909203675e-09
"130","Euryarchaeota","Methanosarcina flavescens","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",4.17e-06,"s^-1",43.75,"Celsius",3.53e-18,"m^3","engqvist, gold, methanogen, patric","555, 12331, 18670, 18707",316.9,36.607535734446,"Mesophile",-12.3875945221536,-40.1852338029476,36.607535734446,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,7.79334702212538e-09
"131","Firmicutes","Clostridium butyricum","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",7.22e-05,"s^-1",35.6,"Celsius",4.4e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4922, 7668, 8156, 8519, 10250, 12331, 12735, 17850, 18544, 18701, 18707, 18718, 18723",308.75,37.573856110918,"Mesophile",-9.53607051206549,-39.9649271329686,37.573856110918,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,4.98419128554916e-06
"132","Firmicutes","Streptococcus agalactiae","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Bacteria",7.41e-05,"s^-1",37,"Celsius",7.63e-19,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 555, 4419, 7914, 7976, 8666, 8727, 9116, 9175, 9439, 9686, 9737, 9883, 9926, 10038, 10080, 10181, 10221, 10298, 10336, 10399, 10431, 10513, 10562, 10591, 10637, 10669, 10711, 4576, 11001, 11023, 11114, 11138, 11227, 11246, 11260, 11280, 4607, 12220, 12221, 12222, 12223, 12224, 12225, 12226, 12227, 12228, 12229, 12230, 12231, 12232, 12233, 12234, 12235, 12236, 12237, 12238, 12239, 12240, 12241, 12242, 12243, 12244, 12245, 12246, 12247, 12248, 12249, 12250, 12251, 12252, 12253, 12255, 12256, 12257, 12258, 12259, 12260, 12261, 12262, 12263, 12264, 12265, 12331, 13818, 14143, 14155, 14317, 16127, 16210, 16518, 16558, 16559, 16560, 16951, 17181, 17249, 17250, 18540, 18701, 18707, 18718, 18749, 18723, 18955",310.15,37.4042497960533,"Mesophile",-9.51009502566223,-41.7170289215905,37.4042497960533,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,5.17745272836552e-06
"133","Firmicutes","Staphylococcus aureus","Staphylococcus","Staphylococcaceae","Bacillales","Bacilli","Bacteria",6.81e-05,"s^-1",34.39,"Celsius",5.42e-19,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva","1, 555, 4388, 7943, 7946, 8696, 8699, 9144, 9147, 9465, 9468, 9708, 9711, 9905, 9908, 10059, 10062, 10201, 10204, 10316, 10319, 10415, 10418, 10496, 10499, 10574, 10577, 10652, 10655, 10722, 10725, 10785, 10788, 10844, 10847, 10895, 10898, 10940, 10943, 10991, 10994, 11030, 11033, 11066, 11069, 11105, 11108, 4576, 11147, 11185, 11219, 11222, 11252, 11255, 11284, 11361, 11364, 11381, 11384, 11404, 11407, 11419, 11422, 11541, 11546, 11547, 11554, 11555, 11562, 11563, 11569, 11570, 11574, 11575, 11579, 11580, 11584, 11585, 11592, 4607, 11596, 11603, 11613, 11614, 11618, 11619, 11625, 11626, 11633, 11641, 11649, 11652, 11657, 11660, 11667, 11669, 11677, 11678, 11689, 11690, 11696, 11704, 11711, 11714, 11716, 11723, 11726, 11733, 11736, 11738, 11741, 11744, 11747, 11753, 11756, 11760, 11763, 11768, 11771, 11773, 11798, 11799, 11802, 11804, 11809, 11811, 11817, 11819, 11825, 11828, 11834, 11837, 11842, 11848, 11849, 11856, 11857, 11862, 11866, 11871, 10377, 11880, 11881, 11883, 11885, 7610, 11893, 11899, 11910, 11913, 7162, 11925, 11928, 11930, 11933, 11935, 11938, 11962, 11963, 11964, 11966, 11967, 11968, 11985, 11993, 11995, 11999, 12000, 12003, 12004, 12007, 12008, 12016, 12318, 12319, 12320, 12321, 12331, 13794, 13795, 14105, 14106, 14138, 14228, 14229, 14269, 14342, 14362, 14363, 14561, 14595, 14596, 14627, 14668, 15059, 15644, 15645, 15764, 15765, 15781, 15782, 15783, 15784, 15844, 15937, 15953, 15954, 15964, 15965, 15979, 16211, 16480, 16557, 16572, 16663, 16669, 16670, 16692, 16693, 16728, 16903, 16911, 16912, 16913, 16914, 16915, 16916, 16917, 16918, 17225, 17226, 17498, 18338, 18557, 18560, 18701, 18707, 18718, 18723, 18952",307.54,37.7216884770955,"Mesophile",-9.59453334480881,-42.0590209514353,37.7216884770955,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,4.65197046221607e-06
"134","Firmicutes","Clostridium botulinum","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",0.000134644,"s^-1",37.637,"Celsius",8.85e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","52, 555, 4518, 7835, 8045, 8608, 8781, 9069, 9219, 9397, 9526, 9652, 9767, 9858, 9949, 10015, 10105, 10158, 10239, 10279, 10350, 10385, 10445, 10469, 10526, 10550, 10605, 10626, 10680, 10699, 10744, 10764, 10809, 10866, 10876, 10913, 10960, 10377, 11895, 11900, 12331, 12731, 12732, 12733, 12734, 14572, 14602, 14613, 14614, 14709, 14710, 14735, 14806, 14922, 14934, 15391, 15760, 15970, 18543, 18701, 18707, 18718, 18723",310.787,37.3275847260212,"Mesophile",-8.91287629966978,-39.266114214873,37.3275847260212,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,9.45918473665473e-06
"135","Firmicutes","[Clostridium] alkalicellulosi","Ruminiclostridium","Ruminococcaceae","Clostridiales","Clostridia","Bacteria",4.09e-06,"s^-1",35,"Celsius",4.52e-19,"m^3","corkrey, engqvist, gold, bergeys","112, 555, 12331",308.15,37.6470163045463,"Mesophile",-12.4069655879096,-42.2406047730427,37.6470163045463,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,2.80879689619266e-07
"136","Firmicutes","Streptococcus pyogenes","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Bacteria",0.000141056,"s^-1",34.889,"Celsius",4.42e-19,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 555, 4407, 7926, 7964, 8678, 8716, 9127, 9164, 9448, 9484, 9694, 9728, 9892, 9920, 10045, 10074, 10187, 10216, 10303, 10331, 10404, 10428, 10486, 10509, 10565, 10588, 10641, 10666, 10713, 10797, 10835, 10855, 10889, 10904, 10984, 11000, 11024, 4576, 11060, 11076, 11100, 11113, 11140, 4607, 11190, 11214, 11247, 11259, 11281, 11290, 11312, 11321, 11336, 11346, 12126, 12129, 12130, 12135, 12331, 13832, 14104, 14131, 14141, 14169, 14236, 14301, 14302, 14394, 14395, 14396, 14397, 14536, 14819, 15692, 15913, 15956, 16207, 16361, 16598, 17206, 18559, 18701, 18707, 18718, 18723, 18958",308.039,37.6605821803276,"Mesophile",-8.86635358331393,-42.2629770707973,37.6605821803276,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,9.67763948362777e-06
"137","Firmicutes","Bacillus amyloliquefaciens","Bacillus","Bacillaceae","Bacillales","Bacilli","Bacteria",6.41e-05,"s^-1",35.2,"Celsius",1.07e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4547, 7811, 8062, 8592, 8791, 9058, 9227, 9389, 9534, 9646, 9773, 9853, 9954, 10011, 10109, 10153, 10242, 10276, 10352, 10383, 10446, 10468, 10528, 10548, 10607, 10625, 10682, 12331, 12458, 15244, 15719, 15730, 15731, 16001, 16329, 16735, 16789, 18560, 18701, 18707, 18718, 18723",308.35,37.6225979382064,"Mesophile",-9.65506619403765,-41.378873025419,37.6225979382064,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,4.40970490112764e-06
"138","Firmicutes","Clostridium aciditolerans","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",3.49e-05,"s^-1",35,"Celsius",4.33e-18,"m^3","corkrey, engqvist, fierer, gold, bergeys","330, 555, 1340, 12331",308.15,37.6470163045463,"Mesophile",-10.2630237287559,-39.9809641318784,37.6470163045463,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,2.39674845176342e-06
"139","Firmicutes","Virgibacillus halodenitrificans","Virgibacillus","Bacillaceae","Bacillales","Bacilli","Bacteria",4.49e-05,"s^-1",37.5,"Celsius",1.67e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb, bergeys","426, 555, 5940, 12331, 14019, 18132, 18701, 18718, 18723",310.65,37.3440465934201,"Mesophile",-10.0110727632161,-40.9337080474642,37.3440465934201,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,3.15068083101672e-06
"140","Firmicutes","Marinilactibacillus piezotolerans","Marinilactibacillus","Carnobacteriaceae","Lactobacillales","Bacilli","Bacteria",9.37e-07,"s^-1",38.5,"Celsius",1.65e-19,"m^3","corkrey, engqvist, fierer, gold, pasteur","534, 555, 2450, 12331",311.65,37.2242197152124,"Mesophile",-13.880582554708,-43.2483414789744,37.2242197152124,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,6.63132060320869e-08
"141","Firmicutes","Anaerocolumna jejuensis","Anaerocolumna","Lachnospiraceae","Clostridiales","Clostridia","Bacteria",9.17e-06,"s^-1",30,"Celsius",6.52e-19,"m^3","corkrey, engqvist, fierer, gold","76, 555, 1347, 12331",303.15,38.2679468060232,"Mesophile",-11.5995732716959,-41.8742423909483,38.2679468060232,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,6.0253335473351e-07
"142","Firmicutes","Clostridium acetobutylicum","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",3.51e-05,"s^-1",37.5,"Celsius",1.45e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4610, 7763, 8094, 12331, 12725, 14110, 15460, 15759, 18560, 18701, 18707, 18718, 18723, 18841",310.65,37.3440465934201,"Mesophile",-10.2573094274925,-41.0749681174603,37.3440465934201,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,2.46300439128479e-06
"143","Firmicutes","Streptococcus mutans","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Bacteria",5.39e-05,"s^-1",29.593,"Celsius",2.56e-19,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4546, 7812, 8061, 8593, 8790, 9059, 9226, 4607, 12331, 13828, 14151, 15112, 15980, 16077, 17505, 18701, 18707, 18718, 18723, 18956",302.743,38.3193932617631,"Mesophile",-9.82838008004932,-42.8091095083954,38.3193932617631,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,3.52866922787458e-06
"144","Firmicutes","Streptococcus pneumoniae","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Bacteria",6.73e-05,"s^-1",35.958,"Celsius",7.02e-19,"m^3","bacdive-microa, corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, pasteur, patric, protraits, rrndb, silva, bergeys","1, 30, 555, 4394, 7938, 7952, 8690, 8704, 9138, 9153, 9459, 9474, 9703, 9717, 9901, 9913, 10053, 10068, 10195, 10209, 10311, 10324, 10410, 10422, 10492, 10503, 10570, 10582, 10647, 10659, 4607, 10729, 10781, 10792, 10840, 10850, 10892, 10901, 10936, 10947, 10987, 5131, 11073, 11151, 12307, 12331, 13831, 14111, 14113, 14452, 14697, 14729, 14773, 14882, 14911, 14912, 14913, 14914, 15184, 15231, 15232, 15966, 15967, 15968, 15981, 16124, 16206, 16490, 16491, 16492, 16493, 16732, 18558, 18707, 18718, 18723, 18957",309.108,37.5303391508662,"Mesophile",-9.60635032131359,-41.8003535488491,37.5303391508662,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,4.66033502246537e-06
"145","Firmicutes","Gottschalkia purinilyticum","Gottschalkia","Gottschalkiaceae","Tissierellales","Tissierellia","Bacteria",4.78e-05,"micro (s^-1)",36,"Celsius",8.16e-18,"m^3","corkrey, engqvist, gold","117, 555, 12331",309.15,37.525240414834,"Mesophile",-9.94848491846686,-39.3472875049168,37.525240414834,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,3.31121598194244e-06
"146","Firmicutes","Lactobacillus ingluviei","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Bacteria",4.99e-05,"s^-1",39,"Celsius",2.62e-18,"m^3","bacdive-microa, campedelli, corkrey, engqvist, gold, microbe-directory, pasteur, bergeys","1, 2, 359, 555, 12331, 18701",312.15,37.1645941830721,"Mesophile",-9.9054895552068,-40.4833573561198,37.1645941830721,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,3.5465269678124e-06
"147","Firmicutes","Acetonema longum","Acetonema","Sporomusaceae","Selenomonadales","Negativicutes","Bacteria",2.41e-06,"s^-1",31.5,"Celsius",3.16e-18,"m^3","corkrey, engqvist, gold, microbe-directory, bergeys","104, 555, 12331, 18701",304.65,38.0795275701492,"Mesophile",-12.9358838104617,-40.295959646294,38.0795275701492,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,1.60490934206382e-07
"148","Firmicutes","Desulfitobacterium dehalogenans","Desulfitobacterium","Peptococcaceae","Clostridiales","Clostridia","Bacteria",1.65e-05,"s^-1",38,"Celsius",1.15e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb, bergeys","15, 555, 5423, 12331, 12848, 16039, 18701, 18718, 18723",311.15,37.2840368768952,"Mesophile",-11.0121501770577,-41.3067697315177,37.2840368768952,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,1.16277629905914e-06
"149","Firmicutes","Halanaerobium praevalens","Halanaerobium","Halanaerobiaceae","Halanaerobiales","Clostridia","Bacteria",1.47e-05,"s^-1",37,"Celsius",1.54e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","64, 555, 5063, 12331, 13024, 15835, 18701, 18707, 18718, 18723",310.15,37.4042497960533,"Mesophile",-11.1276630641796,-41.0147492574673,37.4042497960533,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,1.02710600684174e-06
"150","Firmicutes","Clostridium magnum","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",6.42e-05,"s^-1",31,"Celsius",4.5e-17,"m^3","corkrey, engqvist, gold, protraits","114, 555, 12331, 18718",304.15,38.1421274839584,"Mesophile",-9.65350734726836,-37.6398691841225,38.1421274839584,0.00737417011614446,0.0784483032696313,0.0711443850035868,0.593567879116628,0.812743543258874,-0.0711443850035868,4.25632030193695e-06
